Tracy Giggs 1 gold 712405 9122 1111 
Coral Sandon 2 platinum 712823 1000 1111 
Ammamaria Pittwood 3 platinum 364773 5000 1111 
June ODoohaine 4 gold 618198 8172 1111 
Elisabet Cobleigh 5 bronze 779046 8939 1111 
Alikee Heersma 6 bronze 733080 4657 1111 
Queenie Sandys 7 gold 639869 1871 1111 
Philomena Lewson 8 bronze 477812 4090 1111 
Hank Garnam 9 silver 720095 5320 1111 
Vivi Slingsby 10 silver 264502 1834 1111 
Tildy Bruins 11 silver 699376 9622 1111 
Hubie Clousley 12 bronze 677740 5588 1111 
Arabella Yedall 13 platinum 539373 3080 1111 
Kippy Winger 14 silver 327061 8529 1111 
Brandea Snipe 15 platinum 626224 4070 1111 
Adrianne Davoren 16 platinum 332566 6765 1111 
Grant Kumar 17 silver 355251 8681 1111 
Leonora Tresise 18 gold 476262 6244 1111 
Fielding Harker 19 platinum 563984 7251 1111 
Rubetta Lenin 20 silver 599195 8229 1111 
Vite Perschke 21 platinum 540906 2239 1111 
Vania Mabone 22 platinum 510200 3985 1111 
Paulo Maskell 23 gold 704718 7731 1111 
Lorilee OHarney 24 bronze 530356 9577 1111 
Rosie Hamson 25 silver 371761 12263 1111 
Van Shute 26 gold 606320 7951 1111 
Kameko Martinek 27 platinum 467464 3928 1111 
Jaine Simion 28 bronze 573567 9212 1111 
Audie McCadden 29 gold 330449 1392 1111 
Patsy Justun 30 gold 489718 2550 1111 
Fay Agnolo 31 platinum 637019 2811 1111 
Demetri Seegar 32 gold 435741 1348 1111 
Donnajean Yaakov 33 gold 492078 1641 1111 
Elicia Geikie 34 gold 648961 8361 1111 
Dinnie Brombell 35 platinum 649864 5720 1111 
Jeromy Tucsell 36 silver 370602 8348 1111 
Aleen Crosscombe 37 bronze 370632 2528 1111 
Michael Blain 38 gold 576329 4266 1111 
Karla Boughen 39 silver 473056 5292 1111 
Dolly Traves 40 gold 586408 3333 1111 
Krystle Cordell 41 platinum 671380 9401 1111 
Sky Marquez 42 bronze 419336 3261 1111 
Danette Pleuman 43 platinum 713273 1641 1111 
Pamela Ebbage 44 gold 768187 6913 1111 
Marney Alcide 45 silver 562705 3296 1111 
Augustine Severns 46 bronze 828282 1037 1111 
Ursuline Darwood 47 gold 577385 5367 1111 
Christye Sindle 48 silver 588994 6189 1111 
Darbee Cason 49 gold 652986 1540 1111 
Bennie Coling 50 gold 669244 4096 1111 
Mallory Willgoss 51 bronze 610561 4112 1111 
Madelon Goble 52 silver 792134 8894 1111 
Linoel Saxton 53 bronze 434922 6806 1111 
Royall Moat 54 bronze 612559 1161 1111 
